Error Message,Structure String
Invalid POSCAR format,"6.0
Pbca D16h
  2.1662457259126113  2.1662457259126113  4.5458445140348635  0.0000000000000000
  0.0000000000000000  0.0000000000000000  0.0000000000000000  4.5458445140348635
  2.1662457259126113  0.0000000000000000  0.0000000000000000  0.0000000000000000
O 4 2
16 16 8
P 1 2
  1.0831228629563056  1.0831228629563056  2.2729222570174318 O
  0.0000000000000000  0.0000000000000000  2.2729222570174318 O
  1.0831228629563056  0.0000000000000000  1.1231121100111765 Ag
  1.0831228629563056  2.1662457259126113  1.1231121100111765 Ag"
Invalid POSCAR format,"6.0
I4/m I4/m 1
  4.3928359287349238  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  4.3928359287349238  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  4.3928359287349238  0.0000000000000000
O 2 2
8 8 4
P 1 2 3
  1.6964179643674619  1.6964179643674619  2.1964179643674619 O
  0.0000000000000000  0.0000000000000000  2.1964179643674619 O
  1.6964179643674619  0.0000000000000000  1.1964179643674619 Ag
  1.6964179643674619  2.3928359287349238  1.1964179643674619 Ag"
Invalid POSCAR format,"6.0
Immm Fdd2
  4.7303327602595707  0.0000000000000000  0.0000000000000000  90.0
  0.0000000000000000  4.7303327602595707  0.0000000000000000  90.0
  0.0000000000000000  0.0000000000000000  6.6011855067731899  90.0
O 4 2
12 12 6
P 1 2 3
  2.3651663801297854  2.3651663801297854  3.3005927533865949 O
  0.0000000000000000  0.0000000000000000  3.3005927533865949 O
  2.3651663801297854  0.0000000000000000  2.3005927533865949 Ag
  2.3651663801297854  2.7303327602595707  2.3005927533865949 Ag"
Invalid POSCAR format,"Ag6 O2
1.0
   4.0073175799999998   -0.0000000000000000   4.0073175799999998
  -4.0073175799999998   -0.0000000000000000   4.0073175799999998
   4.0073175799999998   -4.0073175799999998   0.0000000000000000
Ag Ag Ag Ag Ag
6 6 6 6 6
body-centered cubic
   0.2499857900000000    0.2499857900000000    0.2499857900000000 Ag
   0.4999915600000000    0.2499857900000000    0.2499857900000000 Ag
   0.7499973200000000    0.2499857900000000    0.2499857900000000 Ag
   0.4999915600000000    0.4999915600000000    0.2499857900000000 Ag
   0.2499857900000000    0.4999915600000000    0.2499857900000000 Ag
   0.2499857900000000    0.2499857900000000    0.7499973200000000 Ag
   0.9999930000000000    0.0000000000000000    0.4999915600000000 O
   0.0000000000000000    1.0000000000000000    0.4999915600000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
   5.2404311699999998   -0.0000000000000000   5.2404311699999998
   0.0000000000000000   5.2404311699999998   5.2404311699999998
   5.2404311699999998   5.2404311699999998   0.0000000000000000
Ag Ag Ag Ag Ag
6 6 6 6 6
body-centered tetragonal
   0.3752118399999999    0.3752118399999999    0.3752118399999999 Ag
   0.2500077000000000    0.2500077000000000    0.3752118399999999 Ag
   0.2499857900000000    0.2499857900000000    0.3752118399999999 Ag
   0.4999915600000000    0.4999915600000000    0.3752118399999999 Ag
   0.3752118399999999    0.3752118399999999    0.6252283399999999 Ag
   0.4999915600000000    0.2500077000000000    0.6252283399999999 Ag
   0.2500077000000000    0.6252283399999999    0.3752118399999999 O
   0.4999915600000000    0.6252283399999999    0.3752118399999999 O"
Invalid POSCAR format,"Ag6 O2
1.0
   5.4996903000000001   -0.0000000000000000   5.4996903000000001
  -5.4996903000000001   -0.0000000000000000   5.4996903000000001
   5.4996903000000001   -5.4996903000000001   0.0000000000000000
Ag Ag Ag Ag Ag
6 6 6 6 6
body-centered hexagonal
   0.3333333300000000    0.3333333300000000    0.3333333300000000 Ag
   0.1666666600000000    0.1666666600000000    0.6666666700000000 Ag
   0.6666666700000000    0.1666666600000000    0.3333333300000000 Ag
   0.1666666600000000    0.6666666700000000    0.3333333300000000 Ag
   0.3333333300000000    0.3333333300000000    0.6666666700000000 Ag
   0.6666666700000000    0.6666666700000000    0.3333333300000000 Ag
   0.3333333300000000    0.6666666700000000    0.6666666700000000 O
   0.6666666700000000    0.3333333300000000    0.6666666700000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
   5.1998428599999998   -0.0000000000000000   5.1998428599999998
   0.0000000000000000   5.1998428599999998   5.1998428599999998
   5.1998428599999998   5.1998428599999998   0.0000000000000000
Ag Ag Ag Ag Ag
6 6 6 6 6
body-centered hexagonal
   0.3333333300000000    0.3333333300000000    0.3333333300000000 Ag
   0.3333333300000000    0.6666666700000000    0.6666666700000000 Ag
   0.6666666700000000    0.3333333300000000    0.3333333300000000 Ag
   0.3333333300000000    0.6666666700000000    0.6666666700000000 Ag
   0.6666666700000000    0.6666666700000000    0.3333333300000000 Ag
   0.6666666700000000    0.3333333300000000    0.6666666700000000 Ag
   0.6666666700000000    0.6666666700000000    0.3333333300000000 Ag
   0.3333333300000000    0.6666666700000000    0.3333333300000000 O
   0.3333333300000000    0.3333333300000000    0.6666666700000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
   5.0536542099999998   -0.0000000000000000   5.0536542099999998
   0.0000000000000000   5.0536542099999998   5.0536542099999998
   5.0536542099999998   5.0536542099999998   0.0000000000000000
Ag Ag Ag Ag Ag
6 6 6 6 6
body-centered tetragonal
   0.2500000000000000    0.2500000000000000    0.2500000000000000 Ag
   0.2500000000000000    0.2500000000000000    0.7500000000000000 Ag
   0.2500000000000000    0.7500000000000000    0.2500000000000000 Ag
   0.7500000000000000    0.2500000000000000    0.2500000000000000 Ag
   0.2500000000000000    0.7500000000000000    0.7500000000000000 Ag
   0.7500000000000000    0.7500000000000000    0.2500000000000000 Ag
   0.7500000000000000    0.2500000000000000    0.7500000000000000 O
   0.2500000000000000    0.7500000000000000    0.7500000000000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
   4.1231056259999998    0.0000000000000000    0.0000000000000000
   0.0000000000000000    4.1231056259999998    0.0000000000000000
   0.0000000000000000    0.0000000000000000    4.1231056259999998
   0.6666666666666667   -0.3333333333333333    0.6666666666666667 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   1.9596291229999999    0.0000000000000000    2.2344836680000000 O
   1.9596291229999999    2.4114909179999999    1.1407031540000001 O
   0.2423533259999999    1.5722856939999999    0.5627331240000000 O
   0.2423533259999999    2.0681457179999999    2.4372668760000001 O
   2.1044732250000001    1.9531777169999999    1.5627331240000001 O
   2.1044732250000001    1.5722856939999999    2.4372668760000001 O
   2.5757042150000001    0.0000000000000000    1.1407031540000001 O
   2.5757042150000001    1.9531777169999999    2.2344836680000000 O
   0.4046464150000000    1.7621348359999999    0.5627331240000000 O
   0.4046464150000000    2.0681457179999999    2.4372668760000001 O
   2.0796329150000000    1.9596291229999999    1.4371074340000000 O
   2.0796329150000000    0.2423533259999999    2.5628925660000001 O"
Invalid POSCAR format,"Ag6 O2
1.0
   5.0504200419999998    0.0000000000000000    0.0000000000000000
   0.0000000000000000    5.0504200419999998    0.0000000000000000
   0.0000000000000000    0.0000000000000000    5.0504200419999998
   0.3333333333333333   -0.3333333333333333    0.6666666666666667 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   2.3523111619999998    0.0000000000000000    2.6157593890000000 O
   2.3523111619999998    2.4114909179999999    1.1407031540000001 O
   0.7071067819999998    1.5722856939999999    0.5627331240000000 O
   0.7071067819999998    2.0681457179999999    2.4372668760000001 O
   2.7526044190000000    1.9531777169999999    1.5627331240000001 O
   2.7526044190000000    1.5722856939999999    2.4372668760000001 O
   2.3816592000000001    0.0000000000000000    1.1407031540000001 O
   2.3816592000000001    1.9531777169999999    2.2344836680000000 O
   0.7160655510000000    1.7621348359999999    0.5627331240000000 O
   0.7160655510000000    2.0681457179999999    2.4372668760000001 O
   2.2924272110000000    1.9596291229999999    1.4371074340000000 O
   2.2924272110000000    0.2423533259999999    2.5628925660000001 O"
Invalid POSCAR format,"Ag12 O4
1.0
   8.0000000000000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    8.0000000000000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    8.0000000000000000
Ag Ag Ag Ag Ag Ag
Ag Ag Ag Ag Ag Ag
O O O O O O
2 12
primitive
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   0.2500000000000000    0.2500000000000000    0.2500000000000000 O
   0.5000000000000000    0.5000000000000000    0.5000000000000000 O
   0.7500000000000000    0.7500000000000000    0.7500000000000000 O
   0.0000000000000000    0.7500000000000000    0.7500000000000000 Ag
   0.2500000000000000    0.0000000000000000    0.7500000000000000 Ag
   0.7500000000000000    0.2500000000000000    0.7500000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag"
Invalid POSCAR format,"Ag6 O2
1.0
   4.3249695450000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    4.3249695450000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    4.3249695450000000
O Ag Ag Ag Ag Ag Ag
Ag Ag Ag Ag Ag Ag
O O O O O O
2 6
primitive
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   2.1624847725000000    2.1624847725000000    2.1624847725000000 O
   2.6124847725000000    1.0614847725000000    1.0614847725000000 Ag
   1.0614847725000000    2.6124847725000000    1.0614847725000000 Ag
   1.0614847725000000    1.0614847725000000    2.6124847725000000 Ag
   2.1624847725000000    0.0000000000000000    2.1624847725000000 Ag"
Invalid POSCAR format,"Ag6 O2
1.0
   6.4391991850000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    6.4391991850000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    6.4391991850000000
Ag Ag Ag Ag Ag Ag
Ag Ag Ag Ag Ag Ag
O O O O O O
2 6
primitive
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   3.2195995925000000    3.2195995925000000    3.2195995925000000 O
   0.0000000000000000    0.0000000000000000    3.2195995925000000 Ag
   3.2195995925000000    0.0000000000000000    3.2195995925000000 Ag
   1.6097997962500000    1.6097997962500000    1.6097997962500000 Ag"
Invalid POSCAR format,"Ag12 O4
1.0
   4.8256995310000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    4.8256995310000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    9.6513989980000000
Ag Ag Ag Ag Ag Ag Ag Ag Ag Ag Ag Ag
Ag Ag Ag Ag Ag Ag Ag Ag Ag Ag Ag
O O O O O O
2 12
primitive
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   1.4128497755000000    1.4128497755000000    4.8256995310000000 O
   2.8256995310000000    2.8256995310000000    4.8256995310000000 O
   4.8256995310000000    4.8256995310000000    9.6513989980000000 O
   0.0000000000000000    0.0000000000000000    4.8256995310000000 Ag
   1.4128497755000000    2.8256995310000000    4.8256995310000000 Ag"
Invalid POSCAR format,"Ag6 O2
1.0
   4.8243950625000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    4.8243950625000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    4.8243950625000000
Ag Ag Ag Ag Ag Ag
Ag Ag Ag Ag Ag Ag
O O O O O O
2 6
primitive
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   2.4121975312500000    2.4121975312500000    2.4121975312500000 Ag
   2.4121975312500000    0.0000000000000000    2.4121975312500000 Ag"
Invalid POSCAR format,"Ag 6.0000000000000000 0.0000000000000000 0.0000000000000000
0.0000000000000000 6.0000000000000000 0.0000000000000000
0.0000000000000000 0.0000000000000000 6.0000000000000000

0.0000000000000000 0.0000000000000000 0.5000000000000000
0.5000000000000000 0.0000000000000000 0.5000000000000000
0.0000000000000000 0.5000000000000000 0.5000000000000000

O 2.6701029793132256 0.0000000000000000 0.6701029793132256
2.6701029793132256 2.6701029793132256 0.0000000000000000

2.0000000000000000 0.0000000000000000 0.0000000000000000
0.0000000000000000 2.0000000000000000 0.0000000000000000
0.0000000000000000 0.0000000000000000 2.0000000000000000
0.0000000000000000 0.0000000000000000 1.0000000000000000
1.0000000000000000 0.0000000000000000 1.0000000000000000
0.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 0.0000000000000000
0.0000000000000000 1.0000000000000000 0.0000000000000000
1.0000000000000000 0.0000000000000000 0.0000000000000000

Direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag

   0.0000000000000000    0.0000000000000000    0.6701029793132256 O
   2.6701029793132256    0.0000000000000000    0.6701029793132256 O"
Invalid POSCAR format,"Ag 6.0000000000000000 0.0000000000000000 0.0000000000000000
0.0000000000000000 6.0000000000000000 0.0000000000000000
0.0000000000000000 0.0000000000000000 6.0000000000000000

0.0000000000000000 0.0000000000000000 0.5000000000000000
0.5000000000000000 0.0000000000000000 0.5000000000000000
0.0000000000000000 0.5000000000000000 0.5000000000000000

O 2.6701029793132256 0.0000000000000000 0.6701029793132256
2.6701029793132256 2.6701029793132256 0.0000000000000000

4.0000000000000000 0.0000000000000000 0.0000000000000000
0.0000000000000000 4.0000000000000000 0.0000000000000000
0.0000000000000000 0.0000000000000000 4.0000000000000000
1.0000000000000000 0.0000000000000000 1.0000000000000000
0.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 0.0000000000000000
0.0000000000000000 1.0000000000000000 0.0000000000000000
1.0000000000000000 0.0000000000000000 0.0000000000000000

Direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag

   0.0000000000000000    0.0000000000000000    0.6701029793132256 O
   2.6701029793132256    0.0000000000000000    0.6701029793132256 O"
Invalid POSCAR format,"Ag 6.0000000000000000 0.0000000000000000 0.0000000000000000
0.0000000000000000 6.0000000000000000 0.0000000000000000
0.0000000000000000 0.0000000000000000 6.0000000000000000

0.0000000000000000 0.0000000000000000 0.5000000000000000
0.5000000000000000 0.0000000000000000 0.5000000000000000
0.0000000000000000 0.5000000000000000 0.5000000000000000

O 2.9156492304406720 0.0000000000000000 0.9146492304406720
2.9156492304406720 2.9156492304406720 0.0000000000000000

2.9999999999999999 0.0000000000000000 0.0000000000000000
0.0000000000000000 2.9999999999999999 0.0000000000000000
0.0000000000000000 0.0000000000000000 2.9999999999999999
1.9999999999999999 0.0000000000000000 1.9999999999999999
0.0000000000000000 1.9999999999999999 1.9999999999999999
1.9999999999999999 1.9999999999999999 0.0000000000000000
0.0000000000000000 1.9999999999999999 0.0000000000000000
1.9999999999999999 0.0000000000000000 0.0000000000000000

Direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag

   0.0000000000000000    0.0000000000000000    0.9146492304406720 O
   2.9156492304406720    0.0000000000000000    0.9146492304406720 O"
Invalid POSCAR format,"Ag 6.0000000000000000 0.0000000000000000 0.0000000000000000
0.0000000000000000 6.0000000000000000 0.0000000000000000
0.0000000000000000 0.0000000000000000 6.0000000000000000

0.0000000000000000 0.0000000000000000 0.5000000000000000
0.5000000000000000 0.0000000000000000 0.5000000000000000
0.0000000000000000 0.5000000000000000 0.5000000000000000

O 2.5159980413874913 0.0000000000000000 0.9139977417404591
2.5159980413874913 2.5159980413874913 0.0000000000000000

3.0000000000000000 0.0000000000000000 0.0000000000000000
0.0000000000000000 3.0000000000000000 0.0000000000000000
0.0000000000000000 0.0000000000000000 3.0000000000000000
1.0000000000000000 0.0000000000000000 1.0000000000000000
0.0000000000000000 1.0000000000000000 1.0000000000000000
1.0000000000000000 1.0000000000000000 0.0000000000000000
0.0000000000000000 1.0000000000000000 0.0000000000000000
1.0000000000000000 0.0000000000000000 0.0000000000000000

Direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000"
Invalid POSCAR format,"Ag1 O1 Ag2
1.0
   3.9465965100000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    3.9465965100000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    5.8605601900000004
Ag O Ag
2 2
direct
   0.1763632000000000    0.0000000000000000    0.5000000000000000 Ag
   0.8302590400000000    0.0000000000000000    0.1301766000000000 Ag
   0.3191383900000000    0.3191383900000000    0.0324586000000000 Ag
   0.3191383900000000    0.6808616100000000    0.9675414000000000 Ag
   0.5433442300000000    0.2437615500000000    0.3184201000000000 Ag
   0.1238975100000000    0.4562384500000000    0.6815799000000000 Ag
   0.5933704000000000    0.2762788500000000    0.3609443100000000 Ag
   0.1763632000000000    0.1763632000000000    0.5000000000000000 O
   0.1238975100000000    0.9236824700000000    0.1004194000000000 O"
Invalid POSCAR format,"Ag2 O2 O2 O2
1.0
  5.6549734560576488  0.0000000000000000  0.0000000000000000
  0.0000000000000000  5.6549734560576488  0.0000000000000000
  0.0000000000000000  0.0000000000000000 16.432561539378415
Ag O O O O
2 2 2 2
direct
  0.0000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.5000000000000000  0.0000000000000000  0.5000000000000000 Ag
  0.0000000000000000  0.5000000000000000  0.0000000000000000 O
  0.5000000000000000  0.5000000000000000  0.0000000000000000 O
  0.0000000000000000  0.0000000000000000  0.5000000000000000 O
  0.0000000000000000  0.5000000000000000  0.5000000000000000 O"
Invalid POSCAR format,"Ag 6
O 2
1.0
   4.0    0.0    0.0
   0.0    4.0    0.0
   0.0    0.0    4.0
Ag O
8 8
direct
   0.5    0.5    0.5 Ag
   0.5    0.5    0.5 O"
Invalid POSCAR format,"Ag 6
O 2
1.0
   4.0    4.0    4.0
   4.0    4.0    4.0
   4.0    4.0    4.0
Ag O
8 8
direct
   0.25    0.25    0.25 Ag
   0.75    0.75    0.75 O"
Invalid POSCAR format,"Ag 6
O 2
1.0
   5.0    0.0    0.0
   0.0    5.0    0.0
   0.0    0.0    5.0
Ag O
8 8
direct
   0.5    0.5    0.5 Ag
   0.5    0.5    0.5 O"
Invalid POSCAR format,"Ag 6
O 2
1.0
   4.0    0.0    0.0
   0.0    4.0    0.0
   0.0    0.0    4.0
Ag O
8 8
direct
   0.25    0.25    0.25 Ag
   0.75    0.75    0.75 O"
Invalid POSCAR format,"Ag 6
O 2
1.0
   3.0    0.0    0.0
   0.0    3.0    0.0
   0.0    0.0    3.0
Ag O
8 8
direct
   0.5    0.5    0.0 Ag
   0.0    0.0    0.5 O"
Invalid POSCAR format,"Ag6 O2\
1.0\
   4.0000000000000000   4.0000000000000000   4.0000000000000000\
  -4.0000000000000000   4.0000000000000000   0.0000000000000000\
  -4.0000000000000000  -4.0000000000000000   4.0000000000000000\
\
  0   0   0 Ag\
  1   1   1 Ag\
  2   2   2 Ag\
  3   3   3 Ag\
  4   4   4 Ag\
  5   5   5 Ag\
  0   0   0 Ag\
\
direct\
   0.0000000000000000   0.0000000000000000   0.0000000000000000 Ag\
   0.5000000000000000   0.5000000000000000   0.5000000000000000 Ag\
   0.2500000000000000   0.2500000000000000   0.2500000000000000 O"
Invalid POSCAR format,"Ag6 O2\
1.0\
   5.3548414999999998   0.0000000000000000   0.0000000000000000\
  -0.0000000000000000   5.3548414999999998   0.0000000000000000\
   0.0000000000000000   0.0000000000000000   8.3750795000000001\
\
  0   0   0 Ag\
  1   1   0 Ag\
  0   2   0 Ag\
  2   2   0 Ag\
  1   1   1 Ag\
  2   2   1 Ag\
  3   3   0 Ag\
  4   4   1 Ag\
  5   5   1 Ag\
  0   0   0 Ag\
\
direct\
   0.5000000000000000   0.0000000000000000   0.5000000000000000 O"
Invalid POSCAR format,"Ag6 O2\
1.0\
   5.6177514999999998   0.0000000000000000   0.0000000000000000\
  -0.0000000000000000   5.6177514999999998   0.0000000000000000\
   0.0000000000000000   0.0000000000000000   8.829511000000001\
\
  0   0   0 Ag\
  1   1   1 Ag\
  2   2   2 Ag\
  3   3   3 Ag\
  4   4   4 Ag\
  5   5   5 Ag\
  0   0   0 O\
\
direct\
   0.5000000000000000   0.5000000000000000   0.5000000000000000 O"
Invalid POSCAR format,"Ag5.5 O2\
1.0\
   5.6605094999999998   0.0000000000000000   0.0000000000000000\
  -0.0000000000000000   5.6605094999999998   0.0000000000000000\
   0.0000000000000000   0.0000000000000000   8.765269500000001\
\
  0   0   0 Ag\
  1   1   1 Ag\
  2   2   2 Ag\
  3   3   3 Ag\
  4   4   4 Ag\
  5   5   5 Ag\
  6   6   6 Ag\
  0   0   0 O\
\
direct\
   0.5000000000000000   0.5000000000000000   0.5000000000000000 O"
Invalid POSCAR format,"Ag6 O2\
1.0\
   4.3125244999999998   4.3125244999999998   4.3125244999999998\
  -4.3125244999999998   4.3125244999999998  -4.3125244999999998\
  -4.3125244999999998  -4.3125244999999998   4.3125244999999998\
\
  0   0   0 Ag\
  1   1   1 Ag\
  2   2   2 Ag\
  3   3   3 Ag\
  4   4   4 Ag\
  5   5   5 Ag\
  0   0   0 O\
\
direct\
   0.5000000000000000   0.5000000000000000   0.5000000000000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
  3.6000000000000000    0.0000000000000000    0.0000000000000000
  0.0000000000000000    3.6000000000000000    0.0000000000000000
  0.0000000000000000    0.0000000000000000    3.6000000000000000
Ag1 Ag2 Ag3 Ag4 Ag5 Ag6
1 2 3 4 5 6
O1 O2
1 2
Ag1 Ag2
1 2
direct
  1.0000000000000000    0.0000000000000000    0.0000000000000000 Ag1
  0.0000000000000000    1.0000000000000000    0.0000000000000000 Ag2
  0.0000000000000000    0.0000000000000000    1.0000000000000000 Ag3
  0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag4
  0.3333333333333333    0.6666666666666666    0.0000000000000000 Ag5
  0.6666666666666666    0.3333333333333333    0.0000000000000000 Ag6
  0.5000000000000000    0.5000000000000000    0.0000000000000000 O1
  0.0000000000000000    0.0000000000000000    0.5000000000000000 O2"
Invalid POSCAR format,"Ag6 O2
1.0
  4.8000000000000000    0.0000000000000000    0.0000000000000000
  0.0000000000000000    4.8000000000000000    0.0000000000000000
  0.0000000000000000    0.0000000000000000    4.8000000000000000
Ag1 Ag2 Ag3 Ag4 Ag5 Ag6
1 2 3 4 5 6
O1 O2
1 2
Ag1 Ag2 Ag3
1 2 3
direct
  0.6666666666666666    0.3333333333333333    0.0000000000000000 Ag1
  0.3333333333333333    0.6666666666666666    0.0000000000000000 Ag2
  0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag3
  0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag4
  0.7500000000000000    0.2500000000000000    0.0000000000000000 Ag5
  0.2500000000000000    0.7500000000000000    0.0000000000000000 Ag6
  0.0000000000000000    0.0000000000000000    0.5000000000000000 O1
  0.5000000000000000    0.5000000000000000    0.0000000000000000 O2"
Invalid POSCAR format,"Ag6 O2
1.0
  3.0000000000000000    0.0000000000000000    0.0000000000000000
  0.0000000000000000    3.0000000000000000    0.0000000000000000
  0.0000000000000000    0.0000000000000000    3.0000000000000000
Ag1 Ag2 Ag3 Ag4 Ag5 Ag6
1 2 3 4 5 6
O1 O2
1 2
Ag1 Ag2 Ag3
1 2 3
direct
  0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag1
  0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag2
  0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag3
  0.3333333333333333    0.6666666666666666    0.0000000000000000 Ag4
  0.6666666666666666    0.3333333333333333    0.0000000000000000 Ag5
  0.5000000000000000    0.5000000000000000    0.0000000000000000 O1
  0.0000000000000000    0.0000000000000000    0.5000000000000000 O2"
Invalid POSCAR format,"Ag6 O2
1.0
  4.0000000000000000    0.0000000000000000    0.0000000000000000
  0.0000000000000000    5.0000000000000000    0.0000000000000000
  0.0000000000000000    0.0000000000000000    3.5000000000000000
Ag1 Ag2 Ag3 Ag4 Ag5 Ag6
1 2 3 4 5 6
O1 O2
1 2
Ag1 Ag2 Ag3 Ag4 Ag5
1 2 3 4 5
direct
  0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag1
  0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag2
  0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag3
  0.2500000000000000    0.2500000000000000    0.0000000000000000 Ag4
  0.7500000000000000    0.2500000000000000    0.0000000000000000 Ag5
  0.0000000000000000    0.0000000000000000    0.2500000000000000 Ag6
  0.5000000000000000    0.5000000000000000    0.2500000000000000 O1
  0.0000000000000000    0.0000000000000000    0.7500000000000000 O2"
